year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1959,Literature,The Nobel Prize in Literature 1959,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",01-Jan,Individual,Salvatore Quasimodo,20/08/1901,Modica,Italy,Italy,Male,NA,NA,NA,ITA
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",01-Feb,Individual,Arthur Kornberg,03/03/1918,"Brooklyn, NY",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",01-Feb,Individual,Severo Ochoa,24/09/1905,Luarca,Spain,Spain,Male,New York University,"New York, NY",United States of America,ESP
1959,Peace,The Nobel Peace Prize 1959,NA,01-Jan,Individual,Philip J. Noel-Baker,1889-11-01,London,United Kingdom,United Kingdom,Male,NA,NA,NA,GBR
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",01-Feb,Individual,Emilio Gino Segrè,01/02/1905,Tivoli,Italy,Italy,Male,University of California,"Berkeley, CA",United States of America,ITA
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",01-Feb,Individual,Owen Chamberlain,10/07/1920,"San Francisco, CA",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
1960,Chemistry,The Nobel Prize in Chemistry 1960,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",01-Jan,Individual,Willard Frank Libby,17/12/1908,"Grand Valley, CO",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
1960,Literature,The Nobel Prize in Literature 1960,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",01-Jan,Individual,Saint-John Perse,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,Guadeloupe Island,Male,NA,NA,NA,GLP
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",01-Feb,Individual,Peter Brian Medawar,28/02/1915,Rio de Janeiro,Brazil,Brazil,Male,University College London,London,United Kingdom,BRA
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",01-Feb,Individual,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,Australia,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,AUS
1960,Peace,The Nobel Peace Prize 1960,NA,01-Jan,Individual,Albert John Lutuli,1898-01-01,Bulawayo,Southern Rhodesia (Zimbabwe),Zimbabwe,Male,NA,NA,NA,ZWE
1960,Physics,The Nobel Prize in Physics 1960,"""for the invention of the bubble chamber""",01-Jan,Individual,Donald Arthur Glaser,21/09/1926,"Cleveland, OH",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
1961,Chemistry,The Nobel Prize in Chemistry 1961,"""for his research on the carbon dioxide assimilation in plants""",01-Jan,Individual,Melvin Calvin,08/04/1911,"St. Paul, MN",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
1961,Literature,The Nobel Prize in Literature 1961,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",01-Jan,Individual,Ivo Andric,1892-10-10,Dolac,Bosnia (Bosnia and Herzegovina),Bosnia and Herzegovina,Male,NA,NA,NA,BIH
1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",01-Jan,Individual,Georg von Békésy,1899-06-03,Budapest,Hungary,Hungary,Male,Harvard University,"Cambridge, MA",United States of America,HUN
1961,Peace,The Nobel Peace Prize 1961,NA,01-Jan,Individual,Dag Hjalmar Agne Carl Hammarskjöld,29/07/1905,Jönköping,Sweden,Sweden,Male,NA,NA,NA,SWE
1961,Physics,The Nobel Prize in Physics 1961,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",01-Feb,Individual,Robert Hofstadter,05/02/1915,"New York, NY",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1961,Physics,The Nobel Prize in Physics 1961,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",01-Feb,Individual,Rudolf Ludwig Mössbauer,31/01/1929,Munich,Germany,Germany,Male,Technical University,Munich,Germany,DEU
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",01-Feb,Individual,John Cowdery Kendrew,24/03/1917,Oxford,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",01-Feb,Individual,Max Ferdinand Perutz,19/05/1914,Vienna,Austria,Austria,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,AUT
1962,Literature,The Nobel Prize in Literature 1962,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",01-Jan,Individual,John Steinbeck,27/02/1902,"Salinas, CA",United States of America,United States of America,Male,NA,NA,NA,USA
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",01-Mar,Individual,Francis Harry Compton Crick,08/06/1916,Northampton,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",01-Mar,Individual,James Dewey Watson,06/04/1928,"Chicago, IL",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",01-Mar,Individual,Maurice Hugh Frederick Wilkins,15/12/1916,Pongaroa,New Zealand,New Zealand,Male,London University,London,United Kingdom,NZL
1962,Peace,The Nobel Peace Prize 1962,NA,01-Jan,Individual,Linus Carl Pauling,28/02/1901,"Portland, OR",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1962,Physics,The Nobel Prize in Physics 1962,"""for his pioneering theories for condensed matter, especially liquid helium""",01-Jan,Individual,Lev Davidovich Landau,22/01/1908,Baku,Russian Empire (Azerbaijan),Azerbaijan,Male,Academy of Sciences,Moscow,Russia,AZE
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",01-Feb,Individual,Giulio Natta,26/02/1903,Imperia,Italy,Italy,Male,Institute of Technology,Milan,Italy,ITA
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",01-Feb,Individual,Karl Ziegler,1898-11-26,Helsa,Germany,Germany,Male,Max-Planck-Institut,Mülheim/Ruhr,Germany,DEU
1963,Literature,The Nobel Prize in Literature 1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",01-Jan,Individual,Giorgos Seferis,13/03/1900,Smyrna (Izmir),Ottoman Empire (Turkey),Turkey,Male,NA,NA,NA,TUR
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",01-Mar,Individual,Alan Lloyd Hodgkin,05/02/1914,Banbury,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",01-Mar,Individual,Andrew Fielding Huxley,22/11/1917,Hampstead,United Kingdom,United Kingdom,Male,University College London,London,United Kingdom,GBR
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",01-Mar,Individual,Sir John Carew Eccles,27/01/1903,Melbourne,Australia,Australia,Male,Australian National University,Canberra,Australia,AUS
1963,Peace,The Nobel Peace Prize 1963,NA,01-Feb,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),NA,NA,NA,NA,NA,NA,NA,NA,
1963,Peace,The Nobel Peace Prize 1963,NA,01-Feb,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),NA,NA,NA,NA,NA,NA,NA,NA,
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",01-Feb,Individual,Eugene Paul Wigner,17/11/1902,Budapest,Austria-Hungary (Hungary),Hungary,Male,Princeton University,"Princeton, NJ",United States of America,HUN
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",01-Apr,Individual,J. Hans D. Jensen,25/06/1907,Hamburg,Germany,Germany,Male,University of Heidelberg,Heidelberg,Germany,DEU
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",01-Apr,Individual,Maria Goeppert Mayer,28/06/1906,Kattowitz (Katowice),Germany (Poland),Poland,Female,University of California,"San Diego, CA",United States of America,POL
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",01-Jan,Individual,Dorothy Crowfoot Hodgkin,12/05/1910,Cairo,Egypt,Egypt,Female,University of Oxford,Oxford,United Kingdom,EGY
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",01-Jan,Individual,Jean-Paul Sartre,21/06/1905,Paris,France,France,Male,NA,NA,NA,FRA
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",01-Feb,Individual,Feodor Lynen,06/04/1911,Munich,Germany,Germany,Male,Max-Planck-Institut,Munich,Germany,DEU
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",01-Feb,Individual,Konrad Bloch,21/01/1912,Neisse (Nysa),Germany (Poland),Poland,Male,Harvard University,"Cambridge, MA",United States of America,POL
1964,Peace,The Nobel Peace Prize 1964,NA,01-Jan,Individual,Martin Luther King Jr.,15/01/1929,"Atlanta, GA",United States of America,United States of America,Male,NA,NA,NA,USA
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",01-Apr,Individual,Aleksandr Mikhailovich Prokhorov,11/07/1916,Atherton,Australia,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,AUS
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",01-Feb,Individual,Charles Hard Townes,28/07/1915,"Greenville, SC",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",01-Apr,Individual,Nicolay Gennadiyevich Basov,14/12/1922,Usman,Union of Soviet Socialist Republics (Russia),Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,RUS
1965,Chemistry,The Nobel Prize in Chemistry 1965,"""for his outstanding achievements in the art of organic synthesis""",01-Jan,Individual,Robert Burns Woodward,10/04/1917,"Boston, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1965,Literature,The Nobel Prize in Literature 1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",01-Jan,Individual,Mikhail Aleksandrovich Sholokhov,24/05/1905,Veshenskaya,Russia,Russia,Male,NA,NA,NA,RUS
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",01-Mar,Individual,André Lwoff,08/05/1902,Ainay-le-Château,France,France,Male,Institut Pasteur,Paris,France,FRA
